,rank,caption,score,precision,count,unfunny,somewhat_funny,funny
0,1,I really just thought they would send me a lapel pin when I registered.,1.818918918918919,0.041476058645493655,370.0,157.0,123.0,90.0
1,2,If he farts I'm out of here.,1.7952522255192878,0.05103081163774433,337.0,189.0,28.0,120.0
2,3,"Well, at least the 800-lb gorilla finally left.",1.7885196374622356,0.04459183240445706,331.0,151.0,99.0,81.0
3,4,I see it. Don't change the subject.,1.665137614678899,0.05048177102102479,218.0,109.0,73.0,36.0
4,5,We're seeing the end of the Republican party.,1.6588785046728969,0.05583383955491215,214.0,120.0,47.0,47.0
5,6,The zoo won't pay the ransom. Now what?,1.6556603773584906,0.057103630658887024,212.0,122.0,41.0,49.0
6,7,Face it: 'Ms. Bigly' refuses to go with you to the Trump rally today!,1.6540284360189574,0.058904479138606025,211.0,126.0,32.0,53.0
7,8,It looked smaller online.,1.6490384615384617,0.05481714470570387,208.0,114.0,53.0,41.0
8,9,"Why can't you just wear a button, like most people?",1.6473429951690817,0.05243832683518289,207.0,108.0,64.0,35.0
9,10,Well SOMEONE clogged the toilet.,1.64390243902439,0.0537909760727345,205.0,110.0,58.0,37.0
10,11,...and we also have to do something about the bull in the china closet.,1.6403940886699508,0.05426473060814994,203.0,110.0,56.0,37.0
11,12,"When you said ""a large memory device"" I thought you meant a hard drive.",1.6403940886699508,0.053813452200482885,203.0,109.0,58.0,36.0
12,13,It's your metaphor. You feed it!,1.6108108108108108,0.057355135652649235,185.0,106.0,45.0,34.0
13,14,I think we're gonna need a bigger pee pad.,1.6043956043956045,0.058702214251265185,182.0,107.0,40.0,35.0
14,15,"Well he's ignoring us too, Sylvia!",1.6022099447513811,0.05410103433358522,181.0,98.0,57.0,26.0
15,16,It's hiding from the Republican Party.,1.5932203389830508,0.058527959970575374,177.0,104.0,41.0,32.0
16,17,"If his memory is so good, why can't he remember that he lives in 12B and not 12C?",1.5862068965517242,0.05534571811301296,174.0,97.0,52.0,25.0
17,18,"A homing elephant? A ""HOMING"" elephant? Well, genius, now we're gonna have TWO elephants in the room !!!!",1.5813953488372092,0.05942413284291977,172.0,103.0,38.0,31.0
18,19,"Well, at least HE remembers our anniversary.",1.5798816568047338,0.057896950127599725,169.0,98.0,44.0,27.0
19,20,I can't wait until those Petersons downstairs crank their stereo again.,1.575,0.05851275192951345,160.0,92.0,44.0,24.0
20,21,"No, Steve, this isn't just about who empties her litter box.",1.5748502994011977,0.0597032229509393,167.0,100.0,38.0,29.0
21,22,"You voted for him, you clean up after him",1.572327044025157,0.059493335841435735,159.0,93.0,41.0,25.0
22,23,Are we speaking metaphorically?,1.5714285714285714,0.05573179372938391,168.0,95.0,50.0,23.0
