target_id,rank,funny,somewhat_funny,unfunny,count,score,precision,contest,caption
5343,1,54,51,88,193,1.8238341968911918,0.060583830744396716,635,I don't normally date Middle-Aged men.
2448,2,41,42,92,175,1.7085714285714286,0.06228731110771537,635,"I wrote ""middle aged."""
5535,3,39,49,92,180,1.7055555555555555,0.05984524954724439,635,You could have been clearer when you said you were Middle-Aged.
3649,4,31,40,74,145,1.703448275862069,0.06646819445885499,635,You didn’t mention you wear glasses.
5646,5,32,58,84,174,1.7011494252873562,0.05776947414116523,635,I said I was Middle Aged.
6810,6,29,50,77,156,1.6923076923076923,0.061424625894545865,635,I don't usually date middle aged men.
7748,7,33,42,82,157,1.6878980891719746,0.06380441235900783,635,This is not what I expected when you said you were middle aged.
461,8,35,60,99,194,1.6701030927835052,0.05490876465299286,635,I meant middle-aged.
6235,9,32,41,84,157,1.6687898089171975,0.06350617335768186,635,Laundry day?
7524,10,44,51,116,211,1.6587677725118484,0.055285165744185516,635,"Younger men haven't panned out, so I’m trying the Middle Ages."
3906,11,31,41,86,158,1.6518987341772151,0.06280755349551795,635,"I've got to use the bathroom, I'll be back in about 45 minutes."
5149,12,28,51,88,167,1.6407185628742516,0.0583677388291162,635,Is that your sword touching my leg?
6077,13,34,42,96,172,1.6395348837209303,0.06049884506337034,635,I imagined something different when you said you were Middle-Aged.
6965,14,27,45,83,155,1.6387096774193548,0.06132448940731272,635,It's not easy for Middle Aged men these days.
6879,15,30,35,84,149,1.6375838926174497,0.0654379857167559,635,We need to talk about the other knight.
3923,16,29,50,91,170,1.6352941176470588,0.0582217741410564,635,"It’s not ye, it’s me"
5357,17,28,57,93,178,1.6348314606741574,0.055562212232476,635,People call me Lance. A lot.
1864,18,26,49,85,160,1.63125,0.05922844790200485,635,They gave us a round table.  Happy now?
509,19,32,53,102,187,1.625668449197861,0.055670566641812844,635,Surely you joust.
