target_id,rank,funny,somewhat_funny,unfunny,count,score,precision,contest,caption
1329,1,1855,1806,1656,5317,2.0374271205567047,0.011133416793886875,612,It's a textbook case--depending on which state your textbooks are from.
6160,2,1701,1774,1535,5010,2.0331337325349303,0.011345939945388735,612,I suspect some people will deny this ever happened.
2917,3,1931,1908,1862,5701,2.0121031398000353,0.010802658764368691,612,The coroner said it occurred sometime between 360 million years ago and 4am.
5775,4,1860,1612,1883,5355,1.9957049486461251,0.011425764316652365,612,"It's Kansas, m'am. Evolution is a crime."
5377,5,1555,1700,1627,4882,1.9852519459238018,0.011553786029323271,612,I wouldn't have expected this in a million years.
6213,6,1048,1142,1130,3320,1.975301204819277,0.014052521311067285,612,"Say what you will, he died a man."
2335,7,290,371,325,986,1.9645030425963488,0.025138645347047864,612,This case goes back further than we thought.
8187,8,907,1160,1026,3093,1.9615260265114776,0.014200096335586736,612,"Mind you, it's just a theory."
4415,9,810,1067,976,2853,1.9418156326673677,0.01477534301032266,612,Looks like the past finally caught up with him.
7608,10,1508,1806,1822,5136,1.9388629283489096,0.01120427954519269,612,It's going to take a while to notify all the next of kin.
3666,11,1519,1553,1863,4935,1.9302938196555217,0.011743527188026124,612,A billion years of evolution and they still don't look both ways...
7577,12,1395,1513,1723,4631,1.9291729648024185,0.01201396090001644,612,Looks like a textbook case — except in Texas.
8683,13,225,248,282,755,1.9245033112582781,0.029716240431018334,612,No jury in Tennessee will believe it.
8998,14,831,1080,1079,2990,1.917056856187291,0.014540082249038744,612,We suspect the cause of death was natural selection.
6877,15,1178,1227,1531,3936,1.9103150406504066,0.013147765457121595,612,We have to improve our response time.
5801,16,1212,2045,1673,4930,1.9064908722109533,0.010814362878563036,612,"Well, at least we have a timeline."
5732,17,276,346,369,991,1.9061553985872857,0.025466375340650167,612,Witnesses say it all started with a big bang.
7338,18,998,1365,1363,3726,1.9020397208803006,0.012943441014632155,612,Just when he got on his own two feet.
6063,19,544,671,740,1955,1.8997442455242968,0.018192734179321993,612,I'll tell you one thing. This killer took his time.
615,20,1059,1404,1482,3945,1.8927756653992396,0.012664830137058509,612,Looks to me like he was running from his past.
3152,21,693,999,998,2690,1.8866171003717471,0.015132596698900394,612,There's a missing link here somewhere...
4126,22,378,588,556,1522,1.8830486202365309,0.019861264429345188,612,"Obviously, it's an evolving crime scene."
7673,23,533,580,761,1874,1.878335112059765,0.018993623791658885,612,Round up the usual fundamentalists.
796,24,655,907,1008,2570,1.8626459143968872,0.015637679033004608,612,Get Darwin from forensics on this. He may have a theory.
7990,25,938,1448,1470,3856,1.862033195020747,0.012532153080635593,612,This didn't just happen over night.
7849,26,604,1143,981,2728,1.8618035190615836,0.014354634859053356,612,"We're waiting on the DNA results, but believe they were all related."
5273,27,638,918,1047,2603,1.8428736073761045,0.015469109589507956,612,Looks like his past caught up with him.
