caption,count,funny,precision,rank,score,somewhat_funny,target_id,unfunny,contest
I wish you’d come in when it was just a chip on your shoulder.,141,41,0.07161766200570112,1,1.8368794326241136,36,4474,64,650
The good news? You’re not delusional.,139,29,0.06789799224932093,2,1.6762589928057554,36,4112,74,650
You were better off with a chip on your shoulder.,142,28,0.06595562461689165,3,1.676056338028169,40,275,74,650
"I treat depression and obsession, but not compression.",148,30,0.06530263426865965,4,1.6689189189189189,39,3920,79,650
Tell me about your first crush.,124,19,0.06611495823572587,5,1.6370967741935485,40,2871,64,650
I could begin with the obvious--but why don't you go first?,142,23,0.06279768641902439,6,1.6338028169014085,44,3670,75,650
Last week it was a monkey on your back.,147,24,0.061873367010009,7,1.6326530612244898,45,3463,77,650
"So, the last thing you remember was a roadrunner and a coyote?",132,25,0.06836149763775158,8,1.6287878787878791,33,3801,74,650
And you think this is the cause of your erectile dysfunction?,125,22,0.06889355979077551,9,1.6159999999999999,33,3279,70,650
"Well, let's start with the obvious.",155,25,0.06105947308774889,10,1.6064516129032258,42,3419,87,650
"Well, usually when someone tells me that, it's a metaphor.",137,21,0.06332498816063795,11,1.6058394160583942,41,5767,75,650
This could be the main reason for your erectile dysfunction.,139,26,0.06666044051520421,12,1.6043165467625902,31,3317,81,650
"I'm just here to give you the tools, you'll have to do the heavy lifting.",156,22,0.058006222520296975,13,1.6025641025641026,50,1838,84,650
Your time's almost up.  Are you sure there isn't anything else you want to get off your chest?,118,17,0.06716440712823232,14,1.6016949152542372,37,6081,64,650
No wonder you're unable to have an erection.,151,29,0.06454377705456774,15,1.5960264900662253,32,7213,90,650
Otherwise OK?,136,25,0.06713777697402536,16,1.5955882352941178,31,6296,80,650
"On the plus side, you’re using the word ‘literally’ correctly.",120,22,0.07149448406112974,17,1.5916666666666666,27,548,71,650
What's your gut feeling?,122,19,0.06762474697191312,18,1.5901639344262295,34,6493,69,650
Let's begin our session with some deep breathing.,136,22,0.06473558438909481,19,1.5882352941176472,35,6134,78,650
can you feel the pea now?,145,25,0.06386813439911743,20,1.5862068965517242,35,1294,85,650
You're in luck. My next patient thinks he's Superman.,127,20,0.06655497287719665,21,1.5826771653543308,34,7327,73,650
The good news is that this problem is not in your head.,141,19,0.060524579789892737,22,1.5815602836879432,44,3348,78,650
"Now, imagine it's Styrofoam.",150,23,0.06077059220509121,23,1.58,41,750,86,650
I mean besides that.,151,22,0.059754528100352575,24,1.5761589403973508,43,413,86,650
...and suddenly it hit me.,139,23,0.06456257639768552,25,1.5755395683453235,34,6529,81,650
"""You know, for the first time in my career I think the problem might not be your mother""",136,19,0.062301845303592174,26,1.5735294117647058,40,4640,77,650
You might be more comfortable if you take off your shoes.,143,21,0.061570687191841014,27,1.573426573426573,40,4528,82,650
"It's $200 for the session, plus $2,000 for the forklift.",150,25,0.06228078633102217,28,1.5733333333333333,36,3924,89,650
"Thus far, this is the only effective treatment we've found for erections lasting longer than 4-hours.",131,25,0.06941626786574802,29,1.5725190839694656,25,4571,81,650
I see you've gained weight but it's good that you've got a handle on it.,152,31,0.06574371012023789,30,1.5723684210526316,25,7293,96,650
Seems to me that you're the underlying issue.,140,18,0.06009828977603121,31,1.5714285714285714,44,819,78,650
"Ask yourself, does it spark joy?",137,29,0.07011278746932842,32,1.5693430656934306,20,251,88,650
You ripped off the ankle bracelet - what did you expect?,130,21,0.0663724529383932,33,1.5692307692307692,32,1376,77,650
The first step is acceptance.,132,19,0.06380014283337343,34,1.568181818181818,37,7112,76,650
Why do you think you can't get an erection?,125,21,0.06847274004326287,35,1.568,29,2854,75,650
Can you think of anything concrete that might be causing your anxiety?,155,27,0.0620953459865465,36,1.5677419354838709,34,2038,93,650
I think I know the cause of your erectile dysfunction.,138,21,0.06336630376036764,37,1.5652173913043481,36,917,81,650
Any other pressing matters to discuss?,140,17,0.05929589803444791,38,1.5642857142857145,45,3952,78,650
"If you upgrade to Premium Care, I can get that removed.",140,21,0.06266660366883524,39,1.5642857142857145,37,5085,81,650
I can't help you if you don't tell me what's wrong.,133,23,0.06695657810407085,40,1.56390977443609,29,5555,81,650
"So, what brings you in today?",162,24,0.058047201907697826,41,1.5617283950617284,43,4929,95,650
You seem obsessed with your weight.,141,27,0.06704713695667584,42,1.5602836879432624,25,1464,89,650
And how long since your last erection?,134,21,0.0648809533093393,43,1.5597014925373134,33,1698,80,650
"You can't change the fact that it's there, but you CAN change your reaction to it.",143,15,0.0566840160347535,44,1.5594405594405594,50,6620,78,650
First I applaud your proper use of “literally”.,126,21,0.06719368409052927,45,1.5555555555555556,27,483,78,650
Any other symptoms?,135,17,0.061009262331954923,46,1.5555555555555556,41,4630,77,650
We'll pick this up next week.,137,18,0.06122383952436593,47,1.5547445255474452,39,2957,79,650
"No, in this instance I agree - it’s not all in your head.",157,21,0.05743361665108058,48,1.5541401273885351,45,1462,91,650
Take an anvil and call me in the morning.,132,24,0.06828455005012983,49,1.5530303030303032,25,4074,83,650
I can't help you if you wont tell me what's bothering you.,132,20,0.06480847237462826,50,1.5530303030303032,33,6942,79,650
Let's pick this up again next week.,152,21,0.058882850715794015,51,1.5526315789473684,42,429,88,650
"It's a lamp shade, for goodness sake.  Just lift it off you.",143,27,0.06633629813119646,52,1.5524475524475525,25,6992,91,650
"In my opinion, you're putting too much pressure on yourself.",143,18,0.059279565986899416,53,1.5524475524475525,42,7452,82,650
You seem depressed.,142,22,0.06287605061832166,54,1.5492957746478873,34,398,86,650
Depressed in what way?,155,17,0.05506864238263467,55,1.5483870967741935,51,1120,87,650
But does it spark joy?,115,17,0.06903881690501715,56,1.5478260869565217,29,4489,69,650
Maybe it’s not all in your mind.,137,19,0.0621384371494222,57,1.5474452554744529,37,2475,81,650
"I said to take an Advil""",130,23,0.06829688816338009,58,1.5461538461538462,25,3222,82,650
Sorry about that. It was supposed to hang ominously above you.,132,16,0.0611816296533229,59,1.5454545454545454,40,270,76,650
Now don't all your other problems seem trivial?,132,17,0.062119660559602975,60,1.5454545454545454,38,2120,76,650
"So let me get this straight. You clicked ""Accept"" without reading the terms and conditions?",121,22,0.0713892059963015,61,1.5454545454545454,22,2718,77,650
"Sometimes therapy only works under pressure""",132,14,0.059261040870275776,62,1.5454545454545454,43,4284,74,650
"I can help you, but it’s you who must do the heavy lifting.",145,18,0.05870514538208847,63,1.5448275862068963,43,2933,84,650
My first question is how you got in here.,160,21,0.056667736070190385,64,1.54375,45,5282,94,650
"I sleep OK, but I have trouble some mornings getting up.",142,17,0.0588091793186457,65,1.5422535211267605,43,1534,82,650
I've had too many people leave without paying.,142,21,0.062113445046952674,66,1.5422535211267605,35,6319,85,650
It's just until we verify insurance.,135,16,0.06018486626611086,67,1.5407407407407407,40,5408,78,650
Hmmm. So roughly how long has it been since you've been unable to achieve an erection?,137,20,0.06303355215186017,68,1.54014598540146,34,4862,82,650
"Well we can talk about it, or we can just get a crane.",141,19,0.060826568023796886,69,1.5390070921985817,38,4472,84,650
Let's start with your weight problem.,140,23,0.06444538808796367,70,1.5357142857142858,29,2129,88,650
I suggest not starting your day watching the news.,146,19,0.05925404945743211,71,1.5342465753424657,40,3253,87,650
"Yes, normally it is a metaphor.",154,19,0.05579014054250913,72,1.5324675324675323,43,5587,92,650
Let's start by getting a belt with a different buckle,139,21,0.06319455758670213,73,1.5323741007194245,32,367,85,650
Define 'pressing concern'.,128,16,0.06268427558416713,74,1.53125,36,3225,76,650
"Would you describe your anxiety as heavy, paralyzing, or crushing?",128,17,0.06365807019989532,75,1.53125,33,6651,77,650
I think your delusions are becoming more concrete.,160,19,0.055316325197298975,76,1.53125,46,7510,94,650
My mistake; I assumed you were speaking figuratively,162,19,0.0548071323364033,77,1.530864197530864,48,6497,94,650
How bad is the pain…on a scale of 1 to 16 tons?,115,11,0.062152759732777924,78,1.5304347826086957,37,3617,65,650
This may take more than one session.,132,22,0.06667770606556822,79,1.5303030303030305,26,2047,84,650
"I'm Jungian but more importantly, I'm also a certified crane operator.",121,20,0.06950670356842521,80,1.5289256198347108,24,7557,76,650
"When you made the appointment, I just assumed  you were speaking metaphorically.",157,16,0.0538873541197813,81,1.5286624203821657,51,3334,90,650
"Now, try to visualize a crane.",144,20,0.0607071482778142,82,1.5277777777777777,36,3608,87,650
