,rank,caption,score,precision,count,unfunny,somewhat_funny,funny
0,1,"Looks like Sammy wins the ""bring your pet to work"" contest. He ate all of the other entries!",1.831960461285008,0.035625638760891934,607.0,293.0,123.0,191.0
1,2,Anywhere but Eve's office.,1.8037735849056604,0.036209082655632864,530.0,246.0,142.0,142.0
2,3,We're searching for rats that escaped from the subway's Track 23 dining room kitchen.,1.735,0.04587700129825728,400.0,235.0,36.0,129.0
3,4,Looks like you ordered from the wrong Amazon,1.7300771208226222,0.03943003016841106,389.0,184.0,126.0,79.0
4,5,Speak softly and carry a big fish.,1.7239583333333333,0.04337811164492533,384.0,206.0,78.0,100.0
5,6,We may want to let him work from home.,1.7214854111405835,0.03883242633589764,377.0,174.0,134.0,69.0
6,7,That goes in Eve's office.,1.7138964577656677,0.04146617639505696,367.0,183.0,106.0,78.0
7,8,If anyone starts singing 'That's A Moray' they're fired.,1.704225352112676,0.04332996620088975,355.0,186.0,88.0,81.0
8,9,It's a pet of the one-armed guy 9 back who is carrying it to the shredder.,1.6982758620689655,0.049952689326336217,348.0,219.0,15.0,114.0
9,10,"I said we should get stuff from Amazon, not the Amazon.",1.68562874251497,0.04303569210577673,334.0,172.0,95.0,67.0
10,11,It looks like we have a reptile dysfunction.,1.6750788643533123,0.04551667595162956,317.0,172.0,76.0,69.0
11,12,"No you fools, I told you to hire a civil SERVANT""",1.6530612244897958,0.04679263119667448,294.0,163.0,70.0,61.0
12,13,"You ordered from the wrong Amazon again, didn't you?",1.6456140350877193,0.04705393043054885,285.0,158.0,70.0,57.0
13,14,"No, what I said was we need more stakeholders.",1.6431095406360423,0.04655299356095167,283.0,155.0,74.0,54.0
14,15,Tell the front desk to bring doughnuts and a small rabbit to the conference room.,1.6418439716312057,0.04505061683222137,282.0,149.0,85.0,48.0
15,16,Is that from Amazon?,1.6353790613718409,0.04634008422564438,277.0,151.0,76.0,50.0
16,17,The word is he did great things over at Apple.,1.6254681647940077,0.04784017780213521,267.0,150.0,67.0,50.0
17,18,I hope this means the toilet is now working.,1.6183206106870232,0.04586241845483096,262.0,141.0,80.0,41.0
18,19,I see we're finally cleaning out the fridge.,1.6183206106870232,0.04864759594850965,262.0,150.0,62.0,50.0
