Unfunny,Somewhat funny,Funny,Caption
49,9,1,"Dr. Frankenstein, we've run out of options. The Republican party needs your monster to run for President."
43,5,0,Would you like your tea here or in the parlor?
46,8,0,"An angry mob is asking for you, sir. They want to talk with you about GMO labeling."
61,9,3,"Shall I tell the mob that you're indisposed, sir?"
63,18,3,Don't forget he's lactose intolerant
53,8,2,"Will our guest be joining us for tea, Sir?"
47,7,0,They have pitchforks and torches too--will they be staying for supper?
46,3,3,The angry mob has arrived early.
41,3,0,Sir your lobotomy is ready
53,17,1,"The Bride is here, Sir."
105,48,13,I was told you needed a hand to finish your project?
65,24,2,The cable guy is here.
40,3,0,"For the cooking, the Chef recommends medium rare."
48,6,1,"I'm pretty sure we can forgo the tie, however a dinner jacket will be required."
49,9,2,"Sir, there is a man outside who says he has the brain you ordered."
65,7,7,"Mr. Frankenstein, the Republican Party is here to see you."
63,11,4,"Alfred, the Bat Cave is two doors down on your left."
55,14,2,"Agitated villagers are at the gate, sir, imploring your monster to run for high office."
54,9,3,Well tell the angry mob I'm kinda in the middle of something.
55,13,2,"Beg your pardon, Sir, the RNC want to know if the alternate nominee is ready."
69,21,5,"Sir, this recycling’s gone a bit far."
39,2,0,Two minutes until plating for this week's quick fire challenge!
67,18,4,I believe its Abracadabra sir.
39,3,0,Igor won the lottery.
39,1,0,"Excuse me sir, but there is a political fundraising call on the phone."
59,11,3,"Mr. Trump is here for his tune-up, sir."
84,23,12,"It's Mr. Trump, sir. He wants to know when his running mate will be finished."
54,14,1,Will there be two for dinner this time sir?
48,7,1,His bride is here to see you sir
53,4,4,"Are you to be done soon, sir? Mr. Trump wants him as his running mate."
37,3,0,"Perhaps if you added this last mouse, sir....?"
48,2,0,"Sir, the chef is asking if your palate can go vegetarian for tonight's dinner."
85,22,12,"To balance the ticket, the convention now requests adding a brain and a heart."
40,4,0,"Dr. Frankenstein's first creation came back for revenge, served politely."
78,13,4,"Stake tonight, sir?"
44,4,1,We will need a full warranty until after the Republican Convention.
52,13,1,"Will the other gentleman be joining us for dinner, sir?"
61,9,3,"No need to yell, sir. Just ring the bell when it's alive."
58,15,1,"...and Sir, for your dinner, the chef has prepared leftovers."
62,3,4,"He is asking you to hurry up sir,he wants to go and vote for Mr Trump."
65,18,3,The grave-robber is here — he has a special on a spleen
47,0,0,The construction crew wants to order twenty more.
46,8,1,"There's an angry mob at the door, sir..."
62,13,5,It's either this or Trump.
64,19,3,"If he can learn to speak by the convention in July, that's fine. But it's not a deal-breaker."
40,3,0,"It's Ted Cruz, Sir. He says 'it's alive'."
43,4,1,Can I get you some warm milk?
55,6,3,You're father prefers you to play outside with Frank
58,12,3,An angry mob is here to see you.
52,10,1,Do you think Frank and beans is a good idea?
61,10,5,Sir - The GOP are asking when Mr. Trump will be ready?
40,3,0,Mr. Romney would like to know if done with his third party candidate yet.
56,13,2,"Sorry sir, the staff mistook ""chill"" the brain for ""grill"" the brain."
86,20,13,"Master Viktor, cook would like to know what you did with the kidneys she bought for tonight's dinner."
69,14,5,"Will we need another setting for dinner tonight, Doctor?"
130,41,27,"Sir, will he make America great again?"
47,5,1,"The peasants are here,sir"
54,7,5,"Sir, you Mum says it's time for you to put away your, uh, experiments, move out of her basement and get a real job."
60,12,4,"Sir, would you like me to piece together some dinner?"
48,12,2,Are you sure he will fit through the Oval Office doors?
102,43,16,"God's on the phone, and he sounds huffy."
131,48,25,"The electrical bill just arrived, sir. You might want to consider solar."
45,6,0,"Your homework comes first, young master."
72,22,6,Why do I get the feeling you're trying to replace me?
41,3,0,How's the Bill Clinton look-a-like coming?
73,13,8,The Republican National Committee would like to borrow him sir.
52,9,2,Madam is upset about your C- in chemistry
77,19,10,"A pitchfork-waving mob to see you, sir."
115,56,17,Are you sure Obamacare covers this?
39,2,0,I find your manners to be monstrous.
38,4,0,"Is there anyone else I can do for you, Doctor?"
41,4,0,When is Igor back from vacation?
95,32,11,We've set an extra place just in case things work out.
50,2,2,"Hurry, next year is an election year"
61,16,3,I was wondering if sir might have a moment for a chat about one's job security.
108,44,17,"Need a hand, sir?"
39,1,0,There's a Brain here to see you.
39,1,0,"Another ""experiment"" I see, Sir. I shall fetch the tissues."
43,3,0,I suggest he be finished in five minutes if there is to be any chance of the lady upstairs becoming the Bride of Frankenstein.
76,24,7,"Today's male has been delivered, sir."
51,10,1,"I can assure you Sir, a buttered scone goes down equally well with any beverage"
41,4,0,"Sir, the Wolfman is here for his neutering."
52,12,2,Igor asked me to tell you sir that he's at home binge watching The Walking Dead.
39,1,0,"you father wanted me to ask you if you were going to be late for dinner, you mom is fixing your favourite meal of scrambled brains"
58,16,2,"FedEx has arrived with the brain, sir. Shall I sign for it?"
123,60,20,"You needed a hand, sir?"
46,4,2,"Apologies sir. I thought you yelled 'Tibor', not 'Igor'."
39,1,0,"Dinner, Sir."
42,4,0,May I ask young master: will he be enlivened Upstairs or Downstairs?
42,2,1,"And, sir, will it be liver and onions again tonight?"
103,50,12,"His insurance won't cover it, sir. Death is a pre-existing condition."
39,5,1,That inspector from OSHA has come back for a second look.
59,12,2,"""It's the Mrs's..... Have you seen her Left Kidney""?"
42,3,0,"Sir, I do believe there is a mouse in the house"
51,9,2,Shall I dress him for his nomination victory speech?
44,5,0,Your mother and father want you and your brother to come to dinner and quit experimenting with your new chemistry set !
43,4,0,"Will you be needing anything else, Master – an ounce of decorum perhaps?"
44,4,1,Might not it be easier to try Tinder madam
64,1,0,"Oh boy, I feel one of those killer headaches coming on."
73,19,6,"I'm sorry I called the monster ""Frankenstein,"" sir. I'm sure it will never happen again."
45,7,0,They were all out of blood in town so I got you tomato juice instead.
55,11,2,"Will he be joining us for dinner tonight, sir?"
75,13,5,"Creating new life without sexual relations does sound interesting, sir. But isn't the market really looking for a solution to the opposite problem?"
40,1,0,"Chauncey, could you please set the DVR to record Gilmore Girls?"
46,6,2,The RNC called. It is too late for the Primaries
42,4,0,Your seamless has arrived Sir
46,10,0,"Sir, he has to go to the bathroom."
39,1,0,You're late on rent.
65,14,4,There's a Mr. Igor here inquiring about your 'Help Wanted' add on Craigslist.
38,1,1,"Sir, an Abby Normal is at the door. She claims it's a litigious matter."
67,14,7,"Should I add a plate for dinner, sir?"
66,22,4,"This should bring him to life, but side effects may include nausea, dizziness, or swelling."
61,8,5,"Sir, will we be one or two for dinner?"
57,7,4,"Pardon the interruption, Doctor, but there is rather an angry mob to see you, and they seem most insistent."
54,7,3,Your wife says you left the seat up again. Sir.
53,8,3,"The local villagers with a torchlight parade, Sir."
40,2,0,Do you anticipate your guest will have any food allergies?
47,7,1,"Will that be tea for one or for two, Sir?"
75,29,5,What about 'Mason' or 'Liam'?
41,4,0,"Doctor, might I suggest something stronger than green tea to stir your patient?"
58,10,4,"Two for dinner, Sir?"
63,17,3,We have a problem sir. Cook mistakenly prepared brains and eggs for breakfast.
69,21,5,"Shall I set an additonal place for dinner, sir?"
43,5,0,I'm trying a gluten free version this time
69,12,5,Shall I set a place for him?
49,3,1,You know your monster is a monster and well monsters are kind of bad news you know.
48,5,1,So! This is where Downton' s resources have been going.
40,2,0,"Yes, Doctor. I understand most households do not even have a footman anymore, but are you sure your - creation - will be able to perform the required duties?"
80,23,9,"I don't think any of the candidates have a right to life stance that supports your cause, sir."
37,0,0,Please inform your son that our menu is 100% gluten-free.
57,12,2,How many for afternoon tea?
57,14,2,"Still only one for dinner , Sir ?"
47,6,1,"What was it you were saying, sir, about the abrupt departure of your last butler?"
53,11,1,"It appears to be some sort of village torchlight parade, sir."
41,3,0,Don't spend too much time on this; it's just a MacGuffin.
50,6,1,We need the politician's brain to be easily programmable: can you replace logic with emotion?
48,6,2,"My name is James, sir. I'll be filling in for Igor while he's on holiday. Will you be needing any additional brains this evening?"
40,3,0,"Cloudy with a chance of meat balls, sir"
153,76,35,"I could shuffle my feet on the carpet, sir."
45,3,1,"He's waiting, sir."
52,8,2,That thing is not just going to get up and walk out of here on its own. And who do you think will be cleaning up?... Again.
37,0,0,"Dinner is served, sir--the usual, flesh, blood and bones."
71,16,7,"Shall I set another place at the table, Sir?"
49,3,2,Please be sure he knows that the fork and bread plate go on the left.
57,12,3,"Its me, sir. Igor is at spin class."
52,10,2,"Some gentlemen with pitchforks and torches are here to see you, milord."
