,rank,caption,score,precision,count,unfunny,somewhat_funny,funny
0,1,Sometimes a dipstick is just a dipstick.,2.262050497322112,0.017780896176245,2614.0,827.0,275.0,1512.0
1,2,"The impotence, that feeling of being out of control when you find yourself parallel parking against your will, probably started when you were being assembled.",1.8199233716475096,0.058789287704211365,261.0,145.0,18.0,98.0
2,3,I'd like to see you again in two thousand miles.,1.8016194331983808,0.0508768044580956,247.0,108.0,80.0,59.0
3,4,"I'm afraid we're out of time, but I'd like to see you again in 5,000 miles …",1.7376237623762376,0.05638705534072552,202.0,98.0,59.0,45.0
4,5,And was this your first breakdown?,1.7216494845360826,0.055412914607590964,194.0,92.0,64.0,38.0
5,6,Where do the voices tell you to go?,1.71875,0.058339371103637114,192.0,97.0,52.0,43.0
6,7,So you're no longer attending your AAA meetings?,1.7120418848167542,0.05919509329668216,191.0,99.0,48.0,44.0
7,8,And are the clowns inside you now?,1.7016574585635358,0.06265300553518158,181.0,99.0,37.0,45.0
8,9,I don't think I'm charging you enough.,1.6944444444444444,0.060566958305457774,180.0,95.0,45.0,40.0
9,10,"We have to end for today, but I've set your next session for 3 months or 3,000 miles, whichever comes sooner.",1.6927374301675977,0.056607964980012,179.0,87.0,60.0,32.0
10,11,I just can't seem to control my emissions.,1.680232558139535,0.062096731280226365,172.0,93.0,41.0,38.0
11,12,"Wait, back up.",1.6745562130177514,0.059673135125017915,169.0,87.0,50.0,32.0
12,13,My father had a checkered past.,1.6518987341772151,0.06280755349551796,158.0,86.0,41.0,31.0
13,14,Lots of cars fall in love with their mechanic. It's called transmission.,1.6496815286624205,0.06444922497506876,157.0,88.0,36.0,33.0
14,15,Tell me about your last breakdown.,1.6428571428571428,0.06558750405584368,154.0,88.0,33.0,33.0
15,16,You got yourself here. That's a good start.,1.6405228758169934,0.059823139092189274,153.0,79.0,50.0,24.0
16,17,And how many clowns do you think are inside you *right now*?,1.6405228758169934,0.06726663662547704,153.0,90.0,28.0,35.0
17,18,My mother was an Escort.,1.6405228758169934,0.06465913048349747,153.0,86.0,36.0,31.0
18,19,I believe you are expeeriencing Prius envy.,1.6308724832214765,0.06483524536260328,149.0,84.0,36.0,29.0
19,20,Back up a moment,1.6266666666666667,0.060235679309642624,150.0,79.0,48.0,23.0
20,21,Let's back up.,1.6206896551724137,0.06117383489993184,145.0,77.0,46.0,22.0
